"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Urban Grassland Restoration: A Neglected Opportunity for Biodiversity Conservation","Klaus, Valentin H.",2013,"RESTORATION ECOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban mycorrhizas: predicting arbuscular mycorrhizal abundance in green roofs","Chaudhary, V. Bala; Sandall, Emily L.; Lazarski, Martha V.",2019,"FUNGAL ECOLOGY",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban Social-ecological Innovation: Implications for Adaptive Natural Resource Management","Dennis, M.; James, P.",2018,"ECOLOGICAL ECONOMICS",1,"R12",FALSE,"R12: conceptual framework around innovation in urban centers and their greenspaces",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban stress is associated with variation in microbial species composition-but not richness-in Manhattan","Reese, Aspen T.; Savage, Amy; Youngsteadt, Elsa; McGuire, Krista L.; Koling, Adam; Watkins, Olivia; Frank, Steven D.; Dunn, Robert R.",2016,"ISME JOURNAL",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Urban warming trumps natural enemy regulation of herbivorous pests","Dale, Adam G.; Frank, Steven D.",2014,"ECOLOGICAL APPLICATIONS",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Use of Ancient Sedimentary DNA as a Novel Conservation Tool for High-Altitude Tropical Biodiversity","Boessenkool, Sanne; Mcglynn, Gayle; Epp, Laura S.; Taylor, David; Pimentel, Manuel; Gizaw, Abel; Nemomissa, Sileshi; Brochmann, Christian; Popp, Magnus",2014,"CONSERVATION BIOLOGY",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Use of organic inputs by arable farmers in six agro-ecological zones across Europe: Drivers and barriers","Hijbeek, R.; Pronk, A. A.; van Ittersum, M. K.; Verhagen, A.; Ruysschaert, G.; Bijttebier, J.; Zavattaro, L.; Bechini, L.; Schlatter, N.; ten Berge, H. F. M.",2019,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",1,"R2",FALSE,"R2: factors driving farmers to use organic inputs",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using a citizen science program to monitor coral reef biodiversity through space and time","Branchini, Simone; Pensa, Francesco; Neri, Patrizia; Tonucci, Bianca Maria; Mattielli, Lisa; Collavo, Anna; Sillingardi, Maria Elena; Piccinetti, Corrado; Zaccanti, Francesco; Goffredo, Stefano",2015,"BIODIVERSITY AND CONSERVATION",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using a new PDP modelling approach for land-use and land-cover change predictions: A case study in the Stubai Valley (Central Alps)","Fondevilla, Cristian; Angels Colomer, M.; Fillat, Federico; Tappeiner, Ulrike",2016,"ECOLOGICAL MODELLING",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using Participatory Scenario Planning to Identify Ecosystem Services in Changing Landscapes","Malinga, Rebecka; Gordon, Line J.; Lindborg, Regina; Jewitt, Graham",2013,"ECOLOGY AND SOCIETY",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using Participatory Scenarios to Stimulate Social Learning for Collaborative Sustainable Development","Johnson, Kris A.; Dana, Genya; Jordan, Nicholas R.; Draeger, Kathy J.; Kapuscinski, Anne; Olabisi, Laura K. Schmitt; Reich, Peter B.",2012,"ECOLOGY AND SOCIETY",1,"R13",FALSE,"R13: Social science paper",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using reference conditions in ecosystem restoration: an example for riparian conifer forests in the Pacific Northwest","Pollock, Michael M.; Beechie, Timothy J.; Imaki, Hiroo",2012,"ECOSPHERE",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Using the natural capital index framework as a scalable aggregation methodology for regional biodiversity indicators","Czucz, Balint; Molnar, Zsolt; Horvath, Ferenc; Nagy, Gergo G.; Botta-Dukat, Zoltan; Toeroek, Katalin",2012,"JOURNAL FOR NATURE CONSERVATION",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Variability in mangrove change estimates and implications for the assessment of ecosystem service provision","Friess, Daniel A.; Webb, Edward L.",2014,"GLOBAL ECOLOGY AND BIOGEOGRAPHY",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Vegetation on and around large-scale buildings positively influences native tropical bird abundance and bird species richness","Belcher, Richard N.; Sadanandan, Keren R.; Goh, Emmanuel R.; Chan, Jie Yi; Menz, Sacha; Schroepfer, Thomas",2019,"URBAN ECOSYSTEMS",1,"R2",FALSE,"R2: study to determine if green spaces support native fauna",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"VegParamo, a flora and vegetation database for the Andean paramo","Peyre, Gwendolyn; Balslev, Henrik; Marti, David; Sklenar, Petr; Ramsay, Paul; Lozano, Pablo; Cuello, Nidia; Bussmann, Rainer; Cabrera, Omar; Font, Xavier",2015,"PHYTOCOENOLOGIA",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Virtual Garden Computer Program for use in Exploring the Elements of Biodiversity People Want in Cities","Shwartz, Assaf; Cheval, Helene; Simon, Laurent; Julliard, Romain",2013,"CONSERVATION BIOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Visualising the urban green volume: Exploring LiDAR voxels with tangible technologies and virtual models","Anderson, K.; Hancock, S.; Casalegno, S.; Griffiths, A.; Griffiths, D.; Sargent, F.; McCallum, J.; Cox, D. T. C.; Gaston, K. J.",2018,"LANDSCAPE AND URBAN PLANNING",1,"R12",FALSE,"R12: Paper is about ways to map and assess urban greenspace volume. They directly say its about methods which a variety of stakeholders could use including ecologists",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Voluntary biodiversity offset strategies in Madagascar","Bidaud, Cecile; Hrabanski, Marie; Meral, Philippe",2015,"ECOSYSTEM SERVICES",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Vulnerability of the northern Mongolian steppe to climate change: insights from flower production and phenology","Liancourt, Pierre; Spence, Laura A.; Boldgiv, Bazartseren; Lkhagva, Ariuntsetseg; Helliker, Brent R.; Casper, Brenda B.; Petraitis, Peter S.",2012,"ECOLOGY",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Warning Signals of Regime Shifts as Intrinsic Properties of Endogenous Dynamics","Fung, Tak; Seymour, Robert M.; Johnson, Craig R.",2013,"AMERICAN NATURALIST",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Water Quality and Planktonic Microbial Assemblages of Isolated Wetlands in an Agricultural Landscape","Atkinson, Carla L.; Golladay, Stephen W.; First, Matthew R.",2011,"WETLANDS",1,"R13",FALSE,"R13: Looks at plankton in agricultural wetlands. No real tie to ES though mentioned multiple times in abstract.",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Water table response to an experimental alley farming trial: dissecting the spatial and temporal structure of the data","Noorduijn, S. L.; Ghadouani, A.; Vogwill, R.; Smettem, K. R. J.; Legendre, P.",2010,"ECOLOGICAL APPLICATIONS",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Weak functional response to agricultural landscape homogenisation among plants, butterflies and birds","Jonason, Dennis; Ekroos, Johan; Ockinger, Erik; Helenius, Juha; Kuussaari, Mikko; Tiainen, Juha; Smith, Henrik G.; Lindborg, Regina",2017,"ECOGRAPHY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Well-being and conservation: diversity and change in visions of a good life among the Maasai of northern Tanzania","Woodhouse, Emily; McCabe, J. Terrence",2018,"ECOLOGY AND SOCIETY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Wetland changes and mangrove restoration planning in Shenzhen Bay, Southern China","Ren, Hai; Wu, Xiaoming; Ning, Tianzhu; Huang, Gu; Wang, Jun; Jian, Shuguang; Lu, Hongfang",2011,"LANDSCAPE AND ECOLOGICAL ENGINEERING",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Wetland management in New Zealand: Are current approaches and policies sustaining wetland ecosystems in agricultural landscapes?","Myers, S. C.; Clarkson, B. R.; Reeves, P. N.; Clarkson, B. D.",2013,"ECOLOGICAL ENGINEERING",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Wetlands need people: a framework for understanding and promoting Australian indigenous wetland management","Pyke, Michelle L.; Toussaint, Sandy; Close, Paul G.; Dobbs, Rebecca J.; Davey, Irene; George, Kevin J.; Oades, Daniel; Sibosado, Deborah; McCarthy, Phillip; Tigan, Cecelia; Angus Jnr, Bernadette; Riley, Elaine; Cox, Devena; Cox, Zynal; Smith, Brendan; Cox, Preston; Wiggan, Albert; Clifton, Julian",2018,"ECOLOGY AND SOCIETY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"What can conservation strategies learn from the ecosystem services approach? Insights from ecosystem assessments in two Spanish protected areas","Garcia-Llorente, Marina; Harrison, Paula A.; Berry, Pam; Palomo, Ignacio; Gomez-Baggethun, Erik; Iniesta-Arandia, Irene; Montes, Carlos; Garcia del Amo, David; Martin-Lopez, Berta",2018,"BIODIVERSITY AND CONSERVATION",1,"R12",FALSE,"R12: This paper is about assessing perceptions of ecosystem services through managers, users, and researchers. Services and functions were not directly measured.",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Where now for protected areas? Setting the stage for the 2014 World Parks Congress","Dudley, Nigel; Groves, Craig; Redford, Kent H.; Stolton, Sue",2014,"ORYX",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Whole-tree sap flow is substantially diminished by leaf herbivory","Cunningham, Saul A.; Pullen, Kimberi R.; Colloff, Matthew J.",2009,"OECOLOGIA",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Wildlife-friendly farming benefits rare birds, bees and plants","Pywell, Richard F.; Heard, Matthew S.; Bradbury, Richard B.; Hinsley, Shelley; Nowakowski, Marek; Walker, Kevin J.; Bullock, James M.",2012,"BIOLOGY LETTERS",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Will PES Schemes Survive in the Long-term Without Evidence of Their Effectiveness? Exploring Four Water-related Cases in Colombia","de Lima, Leticia Santos; Ramos Baron, Pablo Andres; Villamayor-Tomas, Sergio; Krueger, Tobias",2019,"ECOLOGICAL ECONOMICS",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Wisconsin farmer attitudes regarding native grass use in grazing systems","Doll, J. E.; Jackson, R. D.",2009,"JOURNAL OF SOIL AND WATER CONSERVATION",1,"R11",FALSE,"R11: THe paper used a survey to assess farmers knowledge. While the questions were ecological, the study and analyses are not",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Women's local knowledge of water resources and adaptation to landscape change in the mountains of Veracruz, Mexico","Kernecker, Maria; Vogl, Christian R.; Aguilar Melendez, Araceli",2017,"ECOLOGY AND SOCIETY",1,"R7",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Yard stories: examining residents' conceptions of their yards as part of the urban ecosystem in Minnesota","Dahmus, Maria E.; Nelson, Kristen C.",2014,"URBAN ECOSYSTEMS",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"A bird's eye view: using circuit theory to study urban landscape connectivity for birds","Grafius, Darren R.; Corstanje, Ron; Siriwardena, Gavin M.; Plummer, Kate E.; Harris, Jim A.",2017,"LANDSCAPE ECOLOGY",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8 -- paper does measure bird abundance but not as proxy for EF; R10: This is a bit unclear but seems focused on bird movement in cities, rather than on birdwatching as an ES",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"A socio-ecological perspective of urban green networks: the Stockholm case","Xiu, Na; Ignatieva, Maria; van den Bosch, Cecil Konijnendijk; Chai, Yongyu; Wang, Fei; Cui, Tengfei; Yang, Fengping",2017,"URBAN ECOSYSTEMS",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8; R10: This one was unclear at first, but does not measure any EF or ES",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"An evolutionary game theoretical model shows the limitations of the additive partitioning method for interpreting biodiversity experiments","Vermeulen, Peter J.; van Ruijven, Jasper; Anten, Niels P. R.; van der Werf, Wopke",2017,"JOURNAL OF ECOLOGY",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8; R10: methods paper that is focused on plant competition rather than functioning consequences, based on the abstract",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Are Collembola ""flying"" onto green roofs?","Joimel, Sophie; Grard, Baptiste; Auclerc, Apolline; Hedde, Mickael; Le Doare, Nolwenn; Salmon, Sandrine; Chenu, Claire",2018,"ECOLOGICAL ENGINEERING",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Biodiversity estimation of the western region of Ghana using arthropod mean morphospecies abundance","Hackman, Kwame Oppong; Gong, Peng",2017,"BIODIVERSITY AND CONSERVATION",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8 -- article focused on species abundance for conservation, not for EF or ES; R10: only focused on conservation (species changes in response to human activities)",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Connecting human-nature relationships to environmental behaviors that minimize the spread of aquatic invasive species","Kemp, Catherine; van Riper, Carena J.; BouFajreldin, Lama; Stewart, William P.; Scheunemann, Jarrod; van den Born, Riyan J. G.",2017,"BIOLOGICAL INVASIONS",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8 -- is social sci study of human attitudes (valuation, semi-structure interviews) towards aquatic invasive species",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Conservation planning with spatially explicit models: a case for horseshoe bats in complex mountain landscapes","Le Roux, Marie; Redon, Mathilde; Archaux, Frederic; Long, Jed; Vincent, Stephane; Luque, Sandra",2017,"LANDSCAPE ECOLOGY",1,"R4/R10",TRUE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Contrasting processes drive alpha and beta taxonomic, functional and phylogenetic diversity of orthopteran communities in grasslands","Fournier, Bertrand; Mouly, Arnaud; Moretti, Marco; Gillet, Francois",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",1,"R4/R10",TRUE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Delineating the ecological conservation redline based on the persistence of key species: Giant pandas (Ailuropoda melanoleuca) inhabiting the Qinling Mountains","Gong, Minghao; Fan, Zhiyong; Wang, Junyan; Liu, Gang; Lin, Chin",2017,"ECOLOGICAL MODELLING",1,"R4/R10",TRUE,"R10/R4: R4 re-evaluated article for Q8; R10: focused on species survival not explicitly any EF or ES",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
