Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,Q12,Q25.2_5,Climate,1,Climate,Driver,Environmental,Environmental,OceanReg,"Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,Q12,Q25.3_5,Land use change,2,Land use and land cover change,Driver,Human,Human,OceanReg,"Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,SDJ,FALSE,final,Q12,Q25.2_12,Extreme Events,1,Extreme events,Driver,Environmental,Environmental,Food,Food and feed,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",,
Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,SDJ,FALSE,final,Q12,Q25.3_12,Management Practices,2,Management/restoration,Driver,Human,Human,Food,Food and feed,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",,
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q25.2_12,Climate,1,Climate,Driver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Rainfall,2,Climate,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Temperature,3,Climate,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Soil Organic Matter,4,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Soil texture,5,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Soil,6,Soil physiochemical characteristics,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Ph,7,Aquatic biogeochemistry,OtherDriver,Environmental,Environmental,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Q12,Q17,Forest stand age,8,Vegetation cover,OtherDriver,Environmental,Biotic,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,Infilled ES from Driver where 'Other' specified
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Q12,Q26,biodiversity of grassland plant community,1,Service provider diversity/richness,OtherDriver,Biotic,Biotic,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction; Infilled ES from Driver where 'Other' specified
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Q12,Q26,biodiversity of grassland plant community,1,Service provider diversity/richness,OtherDriver,Biotic,Biotic,HabCreate,Habitat creation and maintenance,point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction; Infilled ES from Driver where 'Other' specified
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Q12,Q26,biodiversity of grassland plant community,1,Service provider diversity/richness,OtherDriver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction; Infilled ES from Driver where 'Other' specified
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Q12,Q26,biodiversity of grassland plant community,1,Service provider diversity/richness,OtherDriver,Biotic,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction; Infilled ES from Driver where 'Other' specified
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Q12,Q26,biodiversity of grassland plant community,1,Service provider diversity/richness,OtherDriver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction; Infilled ES from Driver where 'Other' specified
Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems,Michel,NEW ZEALAND JOURNAL OF ECOLOGY,2013,NBD,FALSE,final,Q12,Q25.3_6,Management Practices,1,Management/restoration,Driver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,Q12,Q25.3_12,Exploitation (hunting; fishing),1,Exploitation/harvest,Driver,Human,Human,Food,Food and feed,,uses biodiversity as proxy for ES,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,Q12,Q17,Habitat type (type of coral environment),2,Land cover,OtherDriver,Environmental,Environmental,Food,Food and feed,,uses biodiversity as proxy for ES,Infilled ES from Driver where 'Other' specified
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,Q12,Q25.3_1,Exploitation (hunting; fishing),1,Exploitation/harvest,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,uses biodiversity as proxy for ES,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,Q12,Q17,Habitat type (type of coral environment),2,Land cover,OtherDriver,Environmental,Environmental,HabCreate,Habitat creation and maintenance,,uses biodiversity as proxy for ES,Infilled ES from Driver where 'Other' specified
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,Q12,Q25.4_10,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),"AK reviewed, combine AK and AIS driver answers"
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,Q12,Q26,invasive species,2,Invasive species,OtherDriver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),For AK review only: Infilled ES from Driver where 'Other' specified; AK reviewed inconsistent answers
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,Q12,Q26,invasive species,1,Invasive species,OtherDriver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),For AK review only: Infilled ES from Driver where 'Other' specified; AK reviewed inconsistent answers
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Q12,Q26,Adjacent forest fragment size and isolation,1,Habitat,OtherDriver,Biotic,Biotic,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,actually measure ES indicators!,Infilled ES from Driver where 'Other' specified
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Q12,Q26,Adjacent forest fragment size and isolation,1,Habitat,OtherDriver,Biotic,Biotic,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,actually measure ES indicators!,Infilled ES from Driver where 'Other' specified
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Q12,Q26,Adjacent forest fragment size and isolation,1,Habitat,OtherDriver,Biotic,Biotic,Food,Food and feed,,actually measure ES indicators!,Infilled ES from Driver where 'Other' specified
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Q12,Q26,Adjacent forest fragment size and isolation,1,Habitat,OtherDriver,Biotic,Biotic,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,actually measure ES indicators!,Infilled ES from Driver where 'Other' specified
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Q12,Q26,Adjacent forest fragment size and isolation,1,Habitat,OtherDriver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,actually measure ES indicators!,Infilled ES from Driver where 'Other' specified
