Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Urban warming reduces aboveground carbon storage,Meineke,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,NBD,FALSE,final,carbon sequestation,1,ES,OceanReg,"Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH]",,Links abiotic driver (warming) to EF/ES (tree carbon storage),
Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,SDJ,FALSE,final,biomass,1,EF,Food,Food and feed,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",,
Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,Melbourne-Thomas,ECOLOGICAL APPLICATIONS,2011,SDJ,FALSE,final,cover,2,EF,Food,Food and feed,"the model incorporates bits of each of the drivers (hurricanes, nutrification, sedimentation, without emphasis on specific drivers of those forces).",,
Meteorological conditions and site characteristics driving edible mushroom production in Pinus pinaster forests of Central Spain,Mengiste Taye,FUNGAL ECOLOGY,2016,TM,FALSE,final,Edible mushroom yield,1,ES,Food,Food and feed,,Effect of environmental drivers on edible mushroom ES's,
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Multifunctionality index (from 82 indicator variables),1,EF,AQReg,"Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Multifunctionality index (from 82 indicator variables),1,EF,HabCreate,Habitat creation and maintenance,point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Multifunctionality index (from 82 indicator variables),1,EF,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Multifunctionality index (from 82 indicator variables),1,EF,Pollination,Pollination and dispersal of seeds or other propagules,point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction
Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Meyer,NATURE ECOLOGY & EVOLUTION,2018,SDJ,FALSE,final,Multifunctionality index (from 82 indicator variables),1,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",point was to model multifunctionality and specifically focus on biodiversity. tradeoffs discussed,,Reviewer correction
Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems,Michel,NEW ZEALAND JOURNAL OF ECOLOGY,2013,NBD,FALSE,final,bryophyte biomass,1,Proxy for ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Impact of disturbance on above-ground water storage capacity of bryophytes in New Zealand indigenous tussock grassland ecosystems,Michel,NEW ZEALAND JOURNAL OF ECOLOGY,2013,NBD,FALSE,final,bryophyte water holding capacity,2,Proxy for ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,Fish Type,1,Proxy for ES,Food,Food and feed,,uses biodiversity as proxy for ES,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,fish stock,2,Proxy for ES,Food,Food and feed,,uses biodiversity as proxy for ES,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,fish functional group,1,Proxy for ES,HabCreate,Habitat creation and maintenance,,uses biodiversity as proxy for ES,
High vulnerability of ecosystem function and services to diversity loss in Caribbean coral reefs,Micheli,BIOLOGICAL CONSERVATION,2014,NBD,FALSE,final,biodiversity,2,Proxy for ES,HabCreate,Habitat creation and maintenance,,uses biodiversity as proxy for ES,
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,arthropod diversity and abundance,1,Proxy for ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),AK reviewed inconsistent answers
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,dung-decomposing beetle diversity and abundance,2,Proxy for ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),AK reviewed inconsistent answers
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,arthropod diversity and abundance,1,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),AK reviewed inconsistent answers
An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna,Milligan,ECOSPHERE,2016,AK/AIS,TRUE,final,dung-decomposing beetle diversity and abundance,2,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",AK: Strong negative effect on overall arthropod diversity and abundance but no detectable effects on dung-decomposing beetles or the functions they provide,Effect of biotic driver (invasive species) on EF (dung beetle activity i.e. decomposition),AK reviewed inconsistent answers
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Percent carbon in soil by weight,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Soil phosphorus saturation,1,ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Soya bean yield,1,ES,Food,Food and feed,,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,Aphids per plant,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,proportion of leaves damaged by insects,2,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,proportion of buried cotton fabric decomposed,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,proportion of buried leaf litter decomposed,2,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,actually measure ES indicators!,
Forest fragments modulate the provision of multiple ecosystem services,Mitchell,JOURNAL OF APPLIED ECOLOGY,2014,GV,FALSE,final,percent nitrogen in soil by weight,3,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,actually measure ES indicators!,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,Carbon storage,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,water quality,1,ES,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,Nature appreciation,1,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,deer hunting,2,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,Outdoor activities,3,ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
"The Monteregie Connection: linking landscapes, biodiversity, and ecosystem services to improve decision making",Mitchell,ECOLOGY AND SOCIETY,2015,TM,FALSE,final,Crop production,1,ES,Food,Food and feed,,,
